Document Date,Year,Purchase Number,Material Description,Group,Buyer Name,Store Location,Net Price,Currency,Net price in USD,Order Quantity,Total price,Vendor,Delivered Quantity,Paid Amount,Balance,Remarks,Savings,Savings Amount
02/12/2022,2022,100727,Safety Harnesses,Hardware supplies,Michael Williams,New Mexico,$50.00,USD,$50.00,7,$350.00,Global Essentials Inc.,1,$280.00,$70.00,"""Buyers tried hard to negotiate, but the supplier offered 0% savings, leaving them feeling unhappy.""",0,$0.00
03/12/2022,2022,100728,Kitchen Wall Art,Home Decor,Jessica Brown,Arizona,$30.00,USD,$30.00,32,$960.00,Superior General Supplies,10,$672.00,$288.00,""" """,0,$0.00
04/12/2022,2022,100728,Ironing Boards,Home Decor,Jessica Brown,Oregon,$40.00,USD,$40.00,31,"$1,240.00",Superior General Supplies,6,$992.00,$248.00,""" """,0,$0.00
05/12/2022,2022,100728,Crayons,School supplies,Jessica Brown,Oregon,$1.20,USD,$1.20,4,$4.80,Superior General Supplies,4,$0.48,$4.32,""" """,0,$0.00
06/12/2022,2022,100728,Spice Racks,Home Decor,Jessica Brown,Washington,$20.00,USD,$20.00,41,$820.00,Superior General Supplies,41,$0.00,$820.00,""" """,0,$0.00
07/12/2022,2022,100728,Combination Locks,Hardware supplies,Jessica Brown,Oregon,$12.00,USD,$12.00,8,$96.00,Superior General Supplies,8,$0.00,$96.00,""" """,0,$0.00
08/12/2022,2022,100728,First Aid Kits,Hardware supplies,Jessica Brown,New Mexico,$20.00,USD,$20.00,36,$720.00,Superior General Supplies,36,$0.00,$720.00,""" """,0,$0.00
09/12/2022,2022,100728,Work Gloves,Hardware supplies,Jessica Brown,New Mexico,$5.00,USD,$5.00,39,$195.00,Superior General Supplies,39,$0.00,$195.00,""" """,0,$0.00
10/12/2022,2022,100729,Garden Statues,Gardening supplies,John Smith,California,$40.00,USD,$40.00,3,$120.00,Universal Supply Co.,1,$72.00,$48.00,"""Negotiating tactfully with the supplier led to impressive savings of 4.9% for the pleased buyers.""",4.9,$5.88
11/12/2022,2022,100730,Wind Chimes,Gardening supplies,Michael Williams,Colorado,$10.00,USD,$10.00,1,$10.00,Global Essentials Inc.,0,$8.00,$2.00,"""After lengthy discussions, the buyers were met with 0% savings from the supplier, leaving them unsatisfied.""",0,$0.00
12/12/2022,2022,100731,Carbon Paper,School supplies,Emily Johnson,Arizona,$1.00,CAD,$0.76,19,$14.44,OmniSource Supplies,8,$8.66,$5.78,"""Buyers successfully haggled with the supplier and received a pleasing 6.50% discount on their purchase.""",6.5,$0.94
13/12/2022,2022,100731,Bathroom Wall Art,Bathroom supplies,Emily Johnson,Colorado,$20.00,CAD,$15.20,30,$456.00,OmniSource Supplies,30,$0.00,$456.00,"""Buyers successfully haggled with the supplier and received a pleasing 6.50% discount on their purchase.""",6.5,$29.64
14/12/2022,2022,100731,Wardrobe Cabinets,Home Decor,Emily Johnson,Washington,$80.00,CAD,$60.80,45,"$2,736.00",OmniSource Supplies,45,$0.00,"$2,736.00","""Buyers successfully haggled with the supplier and received a pleasing 6.50% discount on their purchase.""",6.5,$177.84
15/12/2022,2022,100731,Knee Pads,Hardware supplies,Emily Johnson,Nevada,$10.00,CAD,$7.60,27,$205.20,OmniSource Supplies,27,$0.00,$205.20,"""Buyers successfully haggled with the supplier and received a pleasing 6.50% discount on their purchase.""",6.5,$13.34
16/12/2022,2022,100731,Power Drills,Hardware supplies,Emily Johnson,California,$50.00,CAD,$38.00,41,"$1,558.00",OmniSource Supplies,29,$467.40,"$1,090.60","""Buyers successfully haggled with the supplier and received a pleasing 6.50% discount on their purchase.""",6.5,$101.27
17/12/2022,2022,100731,Nails,Hardware supplies,Emily Johnson,California,$0.05,CAD,$0.04,5,$0.19,OmniSource Supplies,2,$0.11,$0.08,"""Buyers successfully haggled with the supplier and received a pleasing 6.50% discount on their purchase.""",6.5,$0.01
18/12/2022,2022,100731,Chalk,School supplies,Emily Johnson,Washington,$1.00,CAD,$0.76,2,$1.52,OmniSource Supplies,2,$0.30,$1.22,"""Buyers successfully haggled with the supplier and received a pleasing 6.50% discount on their purchase.""",6.5,$0.10
19/12/2022,2022,100732,Tumblers,Bathroom supplies,Michael Williams,Nevada,$8.00,USD,$8.00,13,$104.00,Global Essentials Inc.,9,$31.20,$72.80,""" """,0,$0.00
20/12/2022,2022,100733,Bookmarks,School supplies,Emily Johnson,Utah,$0.80,CAD,$0.61,25,$15.20,OmniSource Supplies,18,$4.56,$10.64,"""After skillful negotiations, the buyers achieved a satisfying 5.60% discount on their purchase.""",5.6,$0.85
21/12/2022,2022,100734,Tea Towels,Home Decor,Christopher Jones,Utah,$8.00,USD,$8.00,8,$64.00,All-Purpose Depot,6,$19.20,$44.80,"""After skillful negotiations, the buyers achieved a satisfying 5.60% discount on their purchase.""",5.6,$3.58
22/12/2022,2022,100735,Glass Cleaner,School supplies,Emily Johnson,New Mexico,$2.00,CAD,$1.52,48,$72.96,OmniSource Supplies,48,$0.00,$72.96,"""Negotiating with the supplier proved fruitful, leading to substantial savings of approximately 3.2% for the savvy buyers.""",3.2,$2.33
23/12/2022,2022,100736,Trash Cans,Bathroom supplies,Michael Williams,Arizona,$20.00,USD,$20.00,22,$440.00,Global Essentials Inc.,9,$264.00,$176.00,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$6.60
24/12/2022,2022,100737,Door Stoppers,Hardware supplies,Jessica Brown,Arizona,$2.00,USD,$2.00,48,$96.00,Superior General Supplies,14,$67.20,$28.80,"""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$9.60
25/12/2022,2022,100738,Bathroom Bins,Bathroom supplies,Emily Johnson,California,$15.00,CAD,$11.40,5,$57.00,OmniSource Supplies,3,$22.80,$34.20,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
26/12/2022,2022,100738,Hooks,Hardware supplies,Emily Johnson,Nevada,$0.80,CAD,$0.61,15,$9.12,OmniSource Supplies,15,$0.00,$9.12,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
27/12/2022,2022,100738,Chisels,Hardware supplies,Emily Johnson,Utah,$8.00,CAD,$6.08,14,$85.12,OmniSource Supplies,3,$68.10,$17.02,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
28/12/2022,2022,100738,Fire Blankets,Hardware supplies,Emily Johnson,New Mexico,$25.00,CAD,$19.00,27,$513.00,OmniSource Supplies,8,$359.10,$153.90,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
29/12/2022,2022,100738,Carabiners,Hardware supplies,Emily Johnson,California,$2.50,CAD,$1.90,43,$81.70,OmniSource Supplies,9,$65.36,$16.34,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
30/12/2022,2022,100738,Shower Mats,Bathroom supplies,Emily Johnson,Colorado,$15.00,CAD,$11.40,40,$456.00,OmniSource Supplies,12,$319.20,$136.80,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
31/12/2022,2022,100738,Trash Bags,School supplies,Emily Johnson,California,$2.50,CAD,$1.90,25,$47.50,OmniSource Supplies,20,$9.50,$38.00,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
01/01/2023,2023,100738,Staplers,School supplies,Emily Johnson,Washington,$3.00,CAD,$2.28,21,$47.88,OmniSource Supplies,6,$33.52,$14.36,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
02/01/2023,2023,100739,Trivets,Home Decor,John Smith,Utah,$15.00,USD,$15.00,51,$765.00,Universal Supply Co.,51,$0.00,$765.00,"""Buyers tried hard to negotiate, but the supplier offered 0% savings, leaving them feeling unhappy.""",0,$0.00
03/01/2023,2023,100740,Candles,Home Decor,John Smith,Washington,$10.00,USD,$10.00,48,$480.00,Universal Supply Co.,48,$0.00,$480.00,"""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$48.00
04/01/2023,2023,100740,Wheelbarrows,Gardening supplies,John Smith,Colorado,$70.00,USD,$70.00,26,"$1,820.00",Universal Supply Co.,26,$0.00,"$1,820.00","""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$182.00
05/01/2023,2023,100740,Pencil Cases,School supplies,John Smith,Arizona,$5.00,USD,$5.00,5,$25.00,Universal Supply Co.,5,$0.00,$25.00,"""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$2.50
06/01/2023,2023,100740,Crowbars,Hardware supplies,John Smith,New Mexico,$10.00,USD,$10.00,44,$440.00,Universal Supply Co.,44,$0.00,$440.00,"""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$44.00
07/01/2023,2023,100740,Rakes,Gardening supplies,John Smith,Oregon,$12.00,USD,$12.00,39,$468.00,Universal Supply Co.,35,$46.80,$421.20,"""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$46.80
08/01/2023,2023,100740,Garden Kneelers,Gardening supplies,John Smith,Washington,$15.00,USD,$15.00,45,$675.00,Universal Supply Co.,5,$607.50,$67.50,"""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$67.50
09/01/2023,2023,100740,Cozy Blankets,Home Decor,John Smith,Utah,$30.00,USD,$30.00,24,$720.00,Universal Supply Co.,10,$432.00,$288.00,"""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$72.00
10/01/2023,2023,100741,Garden Benches,Gardening supplies,Emily Johnson,Washington,$50.00,CAD,$38.00,23,$874.00,OmniSource Supplies,12,$437.00,$437.00,"""The buyers' bargaining skills paid off, as they achieved a discount of 1.2% on their purchase from the supplier.""",1.2,$10.49
11/01/2023,2023,100742,Shower Caddies,Bathroom supplies,Michael Williams,Oregon,$20.00,USD,$20.00,30,$600.00,Global Essentials Inc.,30,$0.00,$600.00,""" """,0,$0.00
12/01/2023,2023,100743,Bathroom Scales,Bathroom supplies,John Smith,New Mexico,$25.00,USD,$25.00,32,$800.00,Universal Supply Co.,6,$640.00,$160.00,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
13/01/2023,2023,100744,Washers,Hardware supplies,Emily Johnson,Oregon,$0.08,CAD,$0.06,32,$1.95,OmniSource Supplies,13,$1.17,$0.78,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
14/01/2023,2023,100745,Shower Head Filters,Bathroom supplies,Michael Williams,California,$8.00,USD,$8.00,7,$56.00,Global Essentials Inc.,1,$50.40,$5.60,"""The buyers' clever bargaining resulted in considerable savings of approximately 4.3% on their order.""",4.3,$2.41
15/01/2023,2023,100746,Compost,Gardening supplies,John Smith,California,$20.00,USD,$20.00,17,$340.00,Universal Supply Co.,7,$204.00,$136.00,"""The buyers' persistent efforts paid off, resulting in a fantastic 10.00% savings on their order.""",10,$34.00
16/01/2023,2023,100746,Drawer Organizers (for clothing),Home Decor,John Smith,Colorado,$12.00,USD,$12.00,41,$492.00,Universal Supply Co.,8,$393.60,$98.40,"""The buyers' persistent efforts paid off, resulting in a fantastic 10.00% savings on their order.""",10,$49.20
17/01/2023,2023,100746,Pull Handles,Hardware supplies,John Smith,Colorado,$7.00,USD,$7.00,31,$217.00,Universal Supply Co.,31,$0.00,$217.00,"""The buyers' persistent efforts paid off, resulting in a fantastic 10.00% savings on their order.""",10,$21.70
18/01/2023,2023,100746,Traffic Cones,Hardware supplies,John Smith,Colorado,$10.00,USD,$10.00,28,$280.00,Universal Supply Co.,11,$168.00,$112.00,"""The buyers' persistent efforts paid off, resulting in a fantastic 10.00% savings on their order.""",10,$28.00
19/01/2023,2023,100746,Bathroom Rugs,Bathroom supplies,John Smith,Idaho,$15.00,USD,$15.00,16,$240.00,Universal Supply Co.,10,$96.00,$144.00,"""The buyers' persistent efforts paid off, resulting in a fantastic 10.00% savings on their order.""",10,$24.00
20/01/2023,2023,100746,Picture Frames,Home Decor,John Smith,New Mexico,$12.00,USD,$12.00,12,$144.00,Universal Supply Co.,12,$0.00,$144.00,"""The buyers' persistent efforts paid off, resulting in a fantastic 10.00% savings on their order.""",10,$14.40
21/01/2023,2023,100746,Lawn Edging,Gardening supplies,John Smith,Idaho,$20.00,USD,$20.00,45,$900.00,Universal Supply Co.,41,$90.00,$810.00,"""The buyers' persistent efforts paid off, resulting in a fantastic 10.00% savings on their order.""",10,$90.00
22/01/2023,2023,100747,Utility Knives,Hardware supplies,Jessica Brown,New Mexico,$5.00,USD,$5.00,48,$240.00,Superior General Supplies,24,$120.00,$120.00,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
23/01/2023,2023,100748,Scissors,School supplies,John Smith,Arizona,$2.00,USD,$2.00,42,$84.00,Universal Supply Co.,13,$58.80,$25.20,"""After tough negotiations, the buyers managed to secure a great deal, achieving savings of 5% on their total purchase.""",5,$4.20
24/01/2023,2023,100749,Wall Clocks,Home Decor,Michael Williams,Utah,$15.00,USD,$15.00,25,$375.00,Global Essentials Inc.,13,$187.50,$187.50,"""Unfortunately, the negotiations did not yield any savings, causing disappointment for the buyers.""",0,$0.00
25/01/2023,2023,100750,Mechanical Pencils,School supplies,Emily Johnson,Arizona,$0.70,CAD,$0.53,2,$1.06,OmniSource Supplies,2,$0.00,$1.06,"""After skillful negotiations, the buyers achieved a satisfying 5.60% discount on their purchase.""",5.6,$0.06
26/01/2023,2023,100750,Garden Forks,Gardening supplies,Emily Johnson,Arizona,$18.00,CAD,$13.68,14,$191.52,OmniSource Supplies,11,$38.30,$153.22,"""After skillful negotiations, the buyers achieved a satisfying 5.60% discount on their purchase.""",5.6,$10.73
27/01/2023,2023,100750,Drawer Organizers,Home Decor,Emily Johnson,Idaho,$15.00,CAD,$11.40,49,$558.60,OmniSource Supplies,49,$0.00,$558.60,"""After skillful negotiations, the buyers achieved a satisfying 5.60% discount on their purchase.""",5.6,$31.28
28/01/2023,2023,100750,Raised Garden Beds,Gardening supplies,Emily Johnson,Colorado,$100.00,CAD,$76.00,29,"$2,204.00",OmniSource Supplies,23,$440.80,"$1,763.20","""After skillful negotiations, the buyers achieved a satisfying 5.60% discount on their purchase.""",5.6,$123.42
29/01/2023,2023,100750,Disinfectant Spray,School supplies,Emily Johnson,Nevada,$3.50,CAD,$2.66,49,$130.34,OmniSource Supplies,20,$78.20,$52.14,"""After skillful negotiations, the buyers achieved a satisfying 5.60% discount on their purchase.""",5.6,$7.30
30/01/2023,2023,100750,Safety Barricades,Hardware supplies,Emily Johnson,Arizona,$20.00,CAD,$15.20,16,$243.20,OmniSource Supplies,10,$97.28,$145.92,"""After skillful negotiations, the buyers achieved a satisfying 5.60% discount on their purchase.""",5.6,$13.62
31/01/2023,2023,100750,Headphones,School supplies,Emily Johnson,Utah,$20.00,CAD,$15.20,39,$592.80,OmniSource Supplies,39,$0.00,$592.80,"""After skillful negotiations, the buyers achieved a satisfying 5.60% discount on their purchase.""",5.6,$33.20
01/02/2023,2023,100751,Safety Whistles,Hardware supplies,Christopher Jones,Arizona,$2.00,USD,$2.00,37,$74.00,All-Purpose Depot,22,$29.60,$44.40,"""Negotiating tactfully with the supplier led to an impressive 9.20% savings for the happy buyers.""",9.2,$6.81
02/02/2023,2023,100751,Framed Wall Art,Home Decor,Christopher Jones,Utah,$50.00,USD,$50.00,31,"$1,550.00",All-Purpose Depot,31,$0.00,"$1,550.00","""Negotiating tactfully with the supplier led to an impressive 9.20% savings for the happy buyers.""",9.2,$142.60
03/02/2023,2023,100751,Safety Lanyards,Hardware supplies,Christopher Jones,New Mexico,$30.00,USD,$30.00,37,"$1,110.00",All-Purpose Depot,22,$444.00,$666.00,"""Negotiating tactfully with the supplier led to an impressive 9.20% savings for the happy buyers.""",9.2,$102.12
04/02/2023,2023,100751,Garden Gnomes,Gardening supplies,Christopher Jones,New Mexico,$12.00,USD,$12.00,12,$144.00,All-Purpose Depot,12,$0.00,$144.00,"""Negotiating tactfully with the supplier led to an impressive 9.20% savings for the happy buyers.""",9.2,$13.25
05/02/2023,2023,100751,Wine Racks,Home Decor,Christopher Jones,Arizona,$40.00,USD,$40.00,46,"$1,840.00",All-Purpose Depot,23,$920.00,$920.00,"""Negotiating tactfully with the supplier led to an impressive 9.20% savings for the happy buyers.""",9.2,$169.28
06/02/2023,2023,100751,Watering Cans,Gardening supplies,Christopher Jones,Utah,$12.00,USD,$12.00,31,$372.00,All-Purpose Depot,28,$37.20,$334.80,"""Negotiating tactfully with the supplier led to an impressive 9.20% savings for the happy buyers.""",9.2,$34.22
07/02/2023,2023,100751,Drawer Slides,Hardware supplies,Christopher Jones,Nevada,$5.00,USD,$5.00,10,$50.00,All-Purpose Depot,4,$30.00,$20.00,"""Negotiating tactfully with the supplier led to an impressive 9.20% savings for the happy buyers.""",9.2,$4.60
08/02/2023,2023,100751,Tape Measures,Hardware supplies,Christopher Jones,Utah,$3.50,USD,$3.50,49,$171.50,All-Purpose Depot,20,$102.90,$68.60,"""Negotiating tactfully with the supplier led to an impressive 9.20% savings for the happy buyers.""",9.2,$15.78
09/02/2023,2023,100752,Solar Lights,Gardening supplies,Jessica Brown,Nevada,$15.00,USD,$15.00,1,$15.00,Superior General Supplies,1,$0.00,$15.00,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$0.48
